日付,都道府県コード,都道府県名,各地の感染者数_1日ごとの発表数,各地の感染者数_累計,各地の死者数_1日ごとの発表数,各地の死者数_累計,各地の直近1週間の人口10万人あたりの感染者数
2021/8/9,23,愛知県,256,56946,0,1013,32.77
2021/8/10,23,愛知県,259,57205,0,1013,32.79
2021/8/11,23,愛知県,516,57721,3,1016,34.64
2021/8/12,23,愛知県,703,58424,0,1016,39.13
2021/8/13,23,愛知県,638,59062,0,1016,42.45
2021/8/14,23,愛知県,698,59760,0,1016,45.62
2021/8/15,23,愛知県,609,60369,2,1018,48.72
2021/8/16,23,愛知県,571,60940,0,1018,52.89
2021/8/17,23,愛知県,967,61907,1,1019,62.26
2021/8/18,23,愛知県,1227,63134,1,1020,71.68
2021/8/19,23,愛知県,1221,64355,0,1020,78.54
2021/8/20,23,愛知県,1347,65702,6,1026,87.92
2021/8/21,23,愛知県,1445,67147,3,1029,97.82
2021/8/22,23,愛知県,1202,68349,0,1029,105.67
2021/8/23,23,愛知県,1059,69408,1,1030,112.13
2021/8/24,23,愛知県,1617,71025,1,1031,120.74
2021/8/25,23,愛知県,1815,72840,1,1032,128.52
2021/8/26,23,愛知県,2141,74981,1,1033,140.7
2021/8/27,23,愛知県,2346,77327,1,1034,153.93
2021/8/28,23,愛知県,1891,79218,1,1035,159.84
2021/8/29,23,愛知県,1383,80601,0,1035,162.24
2021/8/30,23,愛知県,1507,82108,2,1037,168.17
2021/8/31,23,愛知県,1610,83718,3,1040,168.07
2021/9/1,23,愛知県,1876,85594,6,1046,168.88
2021/9/2,23,愛知県,1718,87312,2,1048,163.28
2021/9/3,23,愛知県,1720,89032,2,1050,154.99
2021/9/4,23,愛知県,1776,90808,3,1053,153.47
2021/9/5,23,愛知県,1376,92184,0,1053,153.38
2021/9/6,23,愛知県,1190,93374,2,1055,149.18
2021/9/7,23,愛知県,1217,94591,1,1056,143.98
2021/9/8,23,愛知県,1289,95880,4,1060,136.2
2021/9/9,23,愛知県,1169,97049,7,1067,128.93
2021/9/10,23,愛知県,1030,98079,3,1070,119.8
2021/9/11,23,愛知県,970,99049,3,1073,109.12
2021/9/12,23,愛知県,855,99904,2,1075,102.22
2021/9/13,23,愛知県,554,100458,4,1079,93.8
2021/9/14,23,愛知県,568,101026,3,1082,85.21
2021/9/15,23,愛知県,679,101705,5,1087,77.13
2021/9/16,23,愛知県,594,102299,3,1090,69.52
2021/9/17,23,愛知県,581,102880,5,1095,63.57
2021/9/18,23,愛知県,373,103253,6,1101,55.67
2021/9/19,23,愛知県,277,103530,3,1104,48.01
2021/9/20,23,愛知県,182,103712,3,1107,43.09
2021/9/21,23,愛知県,151,103863,2,1109,37.57
2021/9/22,23,愛知県,270,104133,4,1113,32.15
2021/9/23,23,愛知県,358,104491,4,1117,29.03
2021/9/24,23,愛知県,173,104664,5,1122,23.62
2021/9/25,23,愛知県,213,104877,4,1126,21.5
2021/9/26,23,愛知県,165,105042,1,1127,20.02
2021/9/27,23,愛知県,73,105115,0,1127,18.58
2021/9/28,23,愛知県,139,105254,4,1131,18.42
2021/9/29,23,愛知県,155,105409,2,1133,16.9
2021/9/30,23,愛知県,132,105541,2,1135,13.9
2021/10/1,23,愛知県,88,105629,1,1136,12.78
2021/10/2,23,愛知県,88,105717,1,1137,11.12
2021/10/3,23,愛知県,72,105789,1,1138,9.89
2021/10/4,23,愛知県,22,105811,1,1139,9.22
2021/10/5,23,愛知県,62,105873,2,1141,8.2
2021/10/6,23,愛知県,80,105953,2,1143,7.2
2021/10/7,23,愛知県,61,106014,1,1144,6.26
2021/10/8,23,愛知県,42,106056,0,1144,5.65
2021/10/9,23,愛知県,43,106099,2,1146,5.06
2021/10/10,23,愛知県,35,106134,0,1146,4.57
2021/10/11,23,愛知県,15,106149,2,1148,4.48
2021/10/12,23,愛知県,35,106184,3,1151,4.12
2021/10/13,23,愛知県,40,106224,1,1152,3.59
2021/10/14,23,愛知県,34,106258,0,1152,3.23
2021/10/15,23,愛知県,34,106292,0,1152,3.13
2021/10/16,23,愛知県,33,106325,0,1152,2.99
2021/10/17,23,愛知県,29,106354,1,1153,2.91
2021/10/18,23,愛知県,10,106364,0,1153,2.85
2021/10/19,23,愛知県,15,106379,2,1155,2.58
2021/10/20,23,愛知県,26,106405,0,1155,2.4
2021/10/21,23,愛知県,22,106427,0,1155,2.24
2021/10/22,23,愛知県,36,106463,0,1155,2.26
2021/10/23,23,愛知県,22,106485,0,1155,2.12
2021/10/24,23,愛知県,18,106503,0,1155,1.97
2021/10/25,23,愛知県,8,106511,0,1155,1.95
2021/10/26,23,愛知県,35,106546,1,1156,2.21
2021/10/27,23,愛知県,20,106566,0,1156,2.13
2021/10/28,23,愛知県,23,106589,0,1156,2.15
2021/10/29,23,愛知県,21,106610,0,1156,1.95
2021/10/30,23,愛知県,18,106628,0,1156,1.89
2021/10/31,23,愛知県,12,106640,0,1156,1.81
2021/11/1,23,愛知県,5,106645,0,1156,1.77
2021/11/2,23,愛知県,10,106655,0,1156,1.44
2021/11/3,23,愛知県,21,106676,0,1156,1.46
2021/11/4,23,愛知県,1,106677,0,1156,1.17
2021/11/5,23,愛知県,15,106692,0,1156,1.09
2021/11/6,23,愛知県,12,106704,0,1156,1.01
2021/11/7,23,愛知県,16,106720,0,1156,1.06
2021/11/8,23,愛知県,4,106724,0,1156,1.05
2021/11/9,23,愛知県,5,106729,0,1156,0.98
2021/11/10,23,愛知県,8,106737,1,1157,0.81
2021/11/11,23,愛知県,9,106746,0,1157,0.91
2021/11/12,23,愛知県,18,106764,0,1157,0.95
2021/11/13,23,愛知県,9,106773,0,1157,0.91
2021/11/14,23,愛知県,11,106784,0,1157,0.85
2021/11/15,23,愛知県,2,106786,1,1158,0.82
2021/11/16,23,愛知県,8,106794,0,1158,0.86
2021/11/17,23,愛知県,13,106807,1,1159,0.93
2021/11/18,23,愛知県,6,106813,0,1159,0.89
2021/11/19,23,愛知県,6,106819,0,1159,0.73
2021/11/20,23,愛知県,5,106824,0,1159,0.68
2021/11/21,23,愛知県,2,106826,0,1159,0.56
2021/11/22,23,愛知県,5,106831,0,1159,0.6
2021/11/23,23,愛知県,12,106843,0,1159,0.65
2021/11/24,23,愛知県,8,106851,1,1160,0.58
2021/11/25,23,愛知県,5,106856,1,1161,0.57
2021/11/26,23,愛知県,4,106860,0,1161,0.54
2021/11/27,23,愛知県,8,106868,0,1161,0.58
2021/11/28,23,愛知県,3,106871,0,1161,0.6
2021/11/29,23,愛知県,6,106877,0,1161,0.61
2021/11/30,23,愛知県,10,106887,0,1161,0.58
2021/12/1,23,愛知県,7,106894,0,1161,0.57
2021/12/2,23,愛知県,5,106899,0,1161,0.57
2021/12/3,23,愛知県,5,106904,0,1161,0.58
2021/12/4,23,愛知県,6,106910,0,1161,0.56
2021/12/5,23,愛知県,4,106914,0,1161,0.57
2021/12/6,23,愛知県,1,106915,0,1161,0.5
2021/12/7,23,愛知県,11,106926,0,1161,0.52
2021/12/8,23,愛知県,7,106933,0,1161,0.52
2021/12/9,23,愛知県,9,106942,0,1161,0.57
2021/12/10,23,愛知県,11,106953,0,1161,0.65
2021/12/11,23,愛知県,5,106958,0,1161,0.64
2021/12/12,23,愛知県,7,106965,0,1161,0.68
2021/12/13,23,愛知県,2,106967,0,1161,0.69
2021/12/14,23,愛知県,10,106977,0,1161,0.68
2021/12/15,23,愛知県,6,106983,0,1161,0.66
2021/12/16,23,愛知県,3,106986,0,1161,0.58
2021/12/17,23,愛知県,4,106990,0,1161,0.49
2021/12/18,23,愛知県,7,106997,0,1161,0.52
2021/12/19,23,愛知県,1,106998,0,1161,0.44
2021/12/20,23,愛知県,3,107001,0,1161,0.45
2021/12/21,23,愛知県,8,107009,0,1161,0.42
2021/12/22,23,愛知県,3,107012,0,1161,0.38
2021/12/23,23,愛知県,4,107016,0,1161,0.4
2021/12/24,23,愛知県,6,107022,0,1161,0.42
2021/12/25,23,愛知県,4,107026,0,1161,0.38
2021/12/26,23,愛知県,6,107032,0,1161,0.45
2021/12/27,23,愛知県,2,107034,0,1161,0.44
2021/12/28,23,愛知県,10,107044,0,1161,0.46
2021/12/29,23,愛知県,16,107060,0,1161,0.64
2021/12/30,23,愛知県,17,107077,0,1161,0.81
2021/12/31,23,愛知県,18,107095,0,1161,0.97
2022/1/1,23,愛知県,14,107109,0,1161,1.1
2022/1/2,23,愛知県,22,107131,0,1161,1.31
2022/1/3,23,愛知県,14,107145,0,1161,1.47
2022/1/4,23,愛知県,32,107177,0,1161,1.76
2022/1/5,23,愛知県,73,107250,0,1161,2.52
2022/1/6,23,愛知県,156,107406,0,1161,4.36
2022/1/7,23,愛知県,198,107604,0,1161,6.75
2022/1/8,23,愛知県,398,108002,0,1161,11.84
2022/1/9,23,愛知県,368,108370,0,1161,16.43
2022/1/10,23,愛知県,241,108611,0,1161,19.44
2022/1/11,23,愛知県,236,108847,0,1161,22.14
2022/1/12,23,愛知県,723,109570,0,1161,30.76
2022/1/13,23,愛知県,1036,110606,0,1161,42.43
2022/1/14,23,愛知県,1317,111923,2,1163,57.26
2022/1/15,23,愛知県,1480,113403,1,1164,71.61
2022/1/16,23,愛知県,1138,114541,0,1164,81.82
2022/1/17,23,愛知県,1153,115694,1,1165,93.91
2022/1/18,23,愛知県,2145,117839,0,1165,119.22
2022/1/19,23,愛知県,2881,120720,1,1166,147.83
2022/1/20,23,愛知県,3073,123793,0,1166,174.84
2022/1/21,23,愛知県,3187,126980,1,1167,199.63
2022/1/22,23,愛知県,3456,130436,1,1168,225.83
2022/1/23,23,愛知県,3050,133486,2,1170,251.18
2022/1/24,23,愛知県,2492,135978,3,1173,268.93
2022/1/25,23,愛知県,4120,140098,4,1177,295.12
2022/1/26,23,愛知県,4663,144761,3,1180,318.74
2022/1/27,23,愛知県,5160,149921,1,1181,346.41
2022/1/28,23,愛知県,5267,155188,2,1183,373.99
2022/1/29,23,愛知県,5613,160801,2,1185,402.59
2022/1/30,23,愛知県,4426,165227,2,1187,420.83
2022/1/31,23,愛知県,3982,169209,7,1194,440.59
2022/2/1,23,愛知県,5751,174960,10,1204,462.21
2022/2/2,23,愛知県,6191,181151,8,1212,482.47
2022/2/3,23,愛知県,5826,186977,11,1223,491.3
2022/2/4,23,愛知県,6201,193178,13,1236,503.68
2022/2/5,23,愛知県,6445,199623,10,1246,514.72
2022/2/6,23,愛知県,4697,204320,5,1251,518.31
2022/2/7,23,愛知県,4108,208428,7,1258,519.98
2022/2/8,23,愛知県,5855,214283,9,1267,521.36
2022/2/9,23,愛知県,6287,220570,14,1281,522.63
2022/2/10,23,愛知県,6122,226692,12,1293,526.56
2022/2/11,23,愛知県,6638,233330,13,1306,532.35
2022/2/12,23,愛知県,5100,238430,13,1319,514.52
2022/2/13,23,愛知県,5466,243896,7,1326,524.71
2022/2/14,23,愛知県,4420,248316,13,1339,528.85
2022/2/15,23,愛知県,6661,254977,28,1367,539.54
2022/2/16,23,愛知県,6591,261568,13,1380,543.57
2022/2/17,23,愛知県,6385,267953,24,1404,547.05
2022/2/18,23,愛知県,6399,274352,18,1422,543.88
2022/2/19,23,愛知県,5751,280103,24,1446,552.52
2022/2/20,23,愛知県,4690,284793,8,1454,542.23
2022/2/21,23,愛知県,3677,288470,16,1470,532.38
2022/2/22,23,愛知県,4785,293255,25,1495,507.5
2022/2/23,23,愛知県,6041,299296,29,1524,500.21
2022/2/24,23,愛知県,4375,303671,28,1552,473.56
2022/2/25,23,愛知県,4187,307858,28,1580,444.23
2022/2/26,23,愛知県,5179,313037,19,1599,436.65
2022/2/27,23,愛知県,4344,317381,13,1612,432.06
2022/2/28,23,愛知県,3255,320636,30,1642,426.47
2022/3/1,23,愛知県,4635,325271,15,1657,424.48
2022/3/2,23,愛知県,5225,330496,23,1680,413.66
2022/3/3,23,愛知県,4808,335304,27,1707,419.4
2022/3/4,23,愛知県,4304,339608,13,1720,420.95
2022/3/5,23,愛知県,4230,343838,13,1733,408.37
2022/3/6,23,愛知県,3053,346891,8,1741,391.25
2022/3/7,23,愛知県,2198,349089,10,1751,377.24
2022/3/8,23,愛知県,4342,353431,13,1764,373.36
2022/3/9,23,愛知県,4638,358069,21,1785,365.57
2022/3/10,23,愛知県,2998,361067,11,1796,341.57
2022/3/11,23,愛知県,3101,364168,27,1823,325.63
2022/3/12,23,愛知県,3574,367742,13,1836,316.93
2022/3/13,23,愛知県,2547,370289,3,1839,310.22
2022/3/14,23,愛知県,1318,371607,7,1846,298.55
2022/3/15,23,愛知県,3513,375120,8,1854,287.56
2022/3/16,23,愛知県,3761,378881,14,1868,275.93
2022/3/17,23,愛知県,2786,381667,20,1888,273.12
2022/3/18,23,愛知県,2601,384268,17,1905,266.49
2022/3/19,23,愛知県,2408,386676,5,1910,251.03
2022/3/20,23,愛知県,2037,388713,0,1910,244.27
2022/3/21,23,愛知県,1082,389795,5,1915,241.14
2022/3/22,23,愛知県,940,390735,3,1918,207.03
2022/3/23,23,愛知県,3158,393893,6,1924,199.03
2022/3/24,23,愛知県,3224,397117,8,1932,204.84
2022/3/25,23,愛知県,2718,399835,6,1938,206.39
2022/3/26,23,愛知県,2595,402430,9,1947,208.87
2022/3/27,23,愛知県,2290,404720,3,1950,212.23
2022/3/28,23,愛知県,1084,405804,3,1953,212.25
2022/3/29,23,愛知県,2927,408731,5,1958,238.6
2022/3/30,23,愛知県,3277,412008,6,1964,240.18
2022/3/31,23,愛知県,2693,414701,5,1969,233.13
2022/4/1,23,愛知県,2689,417390,1,1970,232.75
2022/4/2,23,愛知県,2564,419954,2,1972,232.34
2022/4/3,23,愛知県,2088,422042,1,1973,229.66
2022/4/4,23,愛知県,1073,423115,4,1977,229.52
2022/4/5,23,愛知県,3128,426243,2,1979,232.18
2022/4/6,23,愛知県,3215,429458,2,1981,231.36
2022/4/7,23,愛知県,2783,432241,1,1982,232.55
2022/4/8,23,愛知県,2853,435094,4,1986,234.73
2022/4/9,23,愛知県,2725,437819,2,1988,236.86
2022/4/10,23,愛知県,2254,440073,1,1989,239.06
2022/4/11,23,愛知県,1198,441271,0,1989,240.72
2022/4/12,23,愛知県,3401,444672,3,1992,244.34
2022/4/13,23,愛知県,3430,448102,2,1994,247.19
2022/4/14,23,愛知県,2933,451035,0,1994,249.18
2022/4/15,23,愛知県,2531,453566,2,1996,244.91
2022/4/16,23,愛知県,2474,456040,1,1997,241.58
2022/4/17,23,愛知県,1854,457894,1,1998,236.28
2022/4/18,23,愛知県,786,458680,2,2000,230.81
2022/4/19,23,愛知県,2440,461120,4,2004,218.07
2022/4/20,23,愛知県,2638,463758,2,2006,207.57
2022/4/21,23,愛知県,2494,466252,2,2008,201.75
2022/4/22,23,愛知県,2366,468618,3,2011,199.56
2022/4/23,23,愛知県,2469,471087,0,2011,199.5
2022/4/24,23,愛知県,1990,473077,0,2011,201.3
2022/4/25,23,愛知県,986,474063,0,2011,203.95
2022/4/26,23,愛知県,2772,476835,2,2013,208.36
2022/4/27,23,愛知県,2642,479477,3,2016,208.41
2022/4/28,23,愛知県,2313,481790,1,2017,206.01
2022/4/29,23,愛知県,1859,483649,1,2018,199.29
2022/4/30,23,愛知県,951,484600,0,2018,179.16
2022/5/1,23,愛知県,1428,486028,0,2018,171.71
2022/5/2,23,愛知県,814,486842,2,2020,169.43
2022/5/3,23,愛知県,1930,488772,2,2022,158.26
2022/5/4,23,愛知県,1127,489899,1,2023,138.18
2022/5/5,23,愛知県,886,490785,1,2024,119.26
2022/5/6,23,愛知県,995,491780,1,2025,107.8
2022/5/7,23,愛知県,2659,494439,1,2026,130.45
2022/5/8,23,愛知県,2307,496746,2,2028,142.1
2022/5/9,23,愛知県,1209,497955,4,2032,147.34
2022/5/10,23,愛知県,3000,500955,1,2033,161.53
2022/5/11,23,愛知県,2729,503684,2,2035,182.77
2022/5/12,23,愛知県,2373,506057,0,2035,202.48
2022/5/13,23,愛知県,2453,508510,0,2035,221.81
2022/5/14,23,愛知県,2472,510982,1,2036,219.33
2022/5/15,23,愛知県,1878,512860,1,2037,213.65
2022/5/16,23,愛知県,1005,513865,1,2038,210.94
2022/5/17,23,愛知県,2624,516489,0,2038,205.96
2022/5/18,23,愛知県,2718,519207,3,2041,205.81
2022/5/19,23,愛知県,2406,521613,2,2043,206.25
2022/5/20,23,愛知県,2292,523905,1,2044,204.11
2022/5/21,23,愛知県,2277,526182,0,2044,201.53
2022/5/22,23,愛知県,1847,528029,0,2044,201.12
2022/5/23,23,愛知県,704,528733,1,2045,197.13
2022/5/24,23,愛知県,2470,531203,4,2049,195.08
2022/5/25,23,愛知県,2392,533595,4,2053,190.76
2022/5/26,23,愛知県,2015,535610,6,2059,185.58
2022/5/27,23,愛知県,1754,537364,1,2060,178.44
2022/5/28,23,愛知県,1620,538984,2,2062,169.73
2022/5/29,23,愛知県,1181,540165,0,2062,160.9
2022/5/30,23,愛知県,535,540700,1,2063,158.66
2022/5/31,23,愛知県,1600,542300,0,2063,147.13
2022/6/1,23,愛知県,1642,543942,4,2067,137.18
2022/6/2,23,愛知県,1357,545299,4,2071,128.46
2022/6/3,23,愛知県,1230,546529,0,2071,121.51
2022/6/4,23,愛知県,1165,547694,0,2071,115.48
2022/6/5,23,愛知県,909,548603,0,2071,111.87
2022/6/6,23,愛知県,415,549018,2,2073,110.28
2022/6/7,23,愛知県,1290,550308,3,2076,106.17
2022/6/8,23,愛知県,1169,551477,2,2078,99.9
2022/6/9,23,愛知県,967,552444,1,2079,94.73
2022/6/10,23,愛知県,918,553362,1,2080,90.59
2022/6/11,23,愛知県,888,554250,1,2081,86.92
2022/6/12,23,愛知県,714,554964,0,2081,84.34
2022/6/13,23,愛知県,332,555296,1,2082,83.24
2022/6/14,23,愛知県,1068,556364,3,2085,80.29
2022/6/15,23,愛知県,913,557277,2,2087,76.9
2022/6/16,23,愛知県,819,558096,3,2090,74.94
2022/6/17,23,愛知県,794,558890,0,2090,73.29
2022/6/18,23,愛知県,830,559720,0,2090,72.52
2022/6/19,23,愛知県,690,560410,0,2090,72.2
2022/6/20,23,愛知県,275,560685,0,2090,71.45
2022/6/21,23,愛知県,1089,561774,5,2095,71.73
2022/6/22,23,愛知県,997,562771,0,2095,72.84
2022/6/23,23,愛知県,914,563685,0,2095,74.1
2022/6/24,23,愛知県,887,564572,0,2095,75.33
2022/6/25,23,愛知県,881,565453,0,2095,76.01
2022/6/26,23,愛知県,706,566159,1,2096,76.22
2022/6/27,23,愛知県,444,566603,1,2097,78.46
2022/6/28,23,愛知県,1373,567976,0,2097,82.23
2022/6/29,23,愛知県,1434,569410,1,2098,88.02
2022/6/30,23,愛知県,1322,570732,0,2098,93.43
2022/7/1,23,愛知県,1294,572026,0,2098,98.83
2022/7/2,23,愛知県,1470,573496,1,2099,106.64
2022/7/3,23,愛知県,1164,574660,0,2099,112.71
2022/7/4,23,愛知県,670,575330,0,2099,115.71
2022/7/5,23,愛知県,2481,577811,1,2100,130.4
2022/7/6,23,愛知県,2737,580548,0,2100,147.67
2022/7/7,23,愛知県,2712,583260,0,2100,166.1
2022/7/8,23,愛知県,2820,586080,1,2101,186.33
2022/7/9,23,愛知県,3227,589307,3,2104,209.63
2022/7/10,23,愛知県,3088,592395,1,2105,235.14
2022/7/11,23,愛知県,1545,593940,1,2106,246.74
2022/7/12,23,愛知県,6081,600021,0,2106,294.47
2022/7/13,23,愛知県,6363,606384,1,2107,342.54
2022/7/14,23,愛知県,6132,612516,0,2107,387.89
2022/7/15,23,愛知県,6351,618867,2,2109,434.7
2022/7/16,23,愛知県,7269,626136,0,2109,488.29
2022/7/17,23,愛知県,6222,632358,0,2109,529.84
2022/7/18,23,愛知県,3257,635615,1,2110,552.54
2022/7/19,23,愛知県,3668,639283,3,2113,520.55
2022/7/20,23,愛知県,13628,652911,1,2114,616.87
2022/7/21,23,愛知県,13326,666237,1,2115,712.25
2022/7/22,23,愛知県,12067,678304,0,2115,788.04
2022/7/23,23,愛知県,14348,692652,2,2117,881.89
2022/7/24,23,愛知県,11513,704165,3,2120,952.04
2022/7/25,23,愛知県,5018,709183,2,2122,975.39
2022/7/26,23,愛知県,15315,724498,5,2127,1129.81
2022/7/27,23,愛知県,14801,739299,10,2137,1145.36
2022/7/28,23,愛知県,15675,754974,10,2147,1176.51
2022/7/29,23,愛知県,14397,769371,3,2150,1207.4
2022/7/30,23,愛知県,14692,784063,9,2159,1211.96
2022/7/31,23,愛知県,11085,795148,6,2165,1206.28
2022/8/1,23,愛知県,5987,801135,5,2170,1219.13
2022/8/2,23,愛知県,16923,818058,12,2182,1240.45
2022/8/3,23,愛知県,17777,835835,10,2192,1279.91
2022/8/4,23,愛知県,16004,851839,9,2201,1284.27
2022/8/5,23,愛知県,14619,866458,12,2213,1287.21
2022/8/6,23,愛知県,15937,882395,15,2228,1303.72
2022/8/7,23,愛知県,13212,895607,6,2234,1331.92
2022/8/8,23,愛知県,5368,900975,6,2240,1323.71
2022/8/9,23,愛知県,16940,917915,19,2259,1323.94
2022/8/10,23,愛知県,18862,936777,23,2282,1338.32
2022/8/11,23,愛知県,17079,953856,16,2298,1352.58
2022/8/12,23,愛知県,7548,961404,12,2310,1258.83
2022/8/13,23,愛知県,12178,973582,12,2322,1208.99
2022/8/14,23,愛知県,9996,983578,8,2330,1166.35
2022/8/15,23,愛知県,6107,989685,3,2333,1176.15
2022/8/16,23,愛知県,11241,1000926,26,2359,1100.59
2022/8/17,23,愛知県,18985,1019911,17,2376,1102.22
2022/8/18,23,愛知県,17993,1037904,25,2401,1114.34
2022/8/19,23,愛知県,17716,1055620,17,2418,1249.15
2022/8/20,23,愛知県,17944,1073564,17,2435,1325.6
2022/8/21,23,愛知県,14501,1088065,12,2447,1385.33
2022/8/22,23,愛知県,6119,1094184,12,2459,1385.48
2022/8/23,23,愛知県,18060,1112244,16,2475,1475.89
2022/8/24,23,愛知県,18199,1130443,27,2502,1465.47
2022/8/25,23,愛知県,14342,1144785,23,2525,1417.07
2022/8/26,23,愛知県,12784,1157569,17,2542,1351.68
2022/8/27,23,愛知県,12310,1169879,25,2567,1276.98
2022/8/28,23,愛知県,9621,1179500,6,2573,1212.28
2022/8/29,23,愛知県,4043,1183543,16,2589,1184.75
2022/8/30,23,愛知県,13785,1197328,14,2603,1128.07
2022/8/31,23,愛知県,12612,1209940,22,2625,1054.0
2022/9/1,23,愛知県,10101,1220041,15,2640,997.77
2022/9/2,23,愛知県,8489,1228530,12,2652,940.83
2022/9/3,23,愛知県,8790,1237320,23,2675,894.16
2022/9/4,23,愛知県,6809,1244129,2,2677,856.87
2022/9/5,23,愛知県,3235,1247364,6,2683,846.16
2022/9/6,23,愛知県,10270,1257634,25,2708,799.56
2022/9/7,23,愛知県,8717,1266351,15,2723,747.92
2022/9/8,23,愛知県,7174,1273525,11,2734,709.11
2022/9/9,23,愛知県,6342,1279867,7,2741,680.64
2022/9/10,23,愛知県,6568,1286435,14,2755,651.18
2022/9/11,23,愛知県,5193,1291628,2,2757,629.76
2022/9/12,23,愛知県,2512,1294140,8,2765,620.17
2022/9/13,23,愛知県,8757,1302897,13,2778,600.11
2022/9/14,23,愛知県,7155,1310052,7,2785,579.4
2022/9/15,23,愛知県,5911,1315963,12,2797,562.66
2022/9/16,23,愛知県,5244,1321207,9,2806,548.1
2022/9/17,23,愛知県,5157,1326364,8,2814,529.39
2022/9/18,23,愛知県,3774,1330138,5,2819,510.58
2022/9/19,23,愛知県,1844,1331982,2,2821,501.72
2022/9/20,23,愛知県,1708,1333690,2,2823,408.26
2022/9/21,23,愛知県,6624,1340314,6,2829,401.22
2022/9/22,23,愛知県,4589,1344903,8,2837,383.7
2022/9/23,23,愛知県,3630,1348533,8,2845,362.3
2022/9/24,23,愛知県,1426,1349959,3,2848,312.83
2022/9/25,23,愛知県,3480,1353439,5,2853,308.93
2022/9/26,23,愛知県,1552,1354991,2,2855,305.06
2022/9/27,23,愛知県,2713,1357704,7,2862,318.39
2020/1/16,24,三重県,0,0,0,0,
2020/1/17,24,三重県,0,0,0,0,
2020/1/18,24,三重県,0,0,0,0,
2020/1/19,24,三重県,0,0,0,0,
2020/1/20,24,三重県,0,0,0,0,
2020/1/21,24,三重県,0,0,0,0,
2020/1/22,24,三重県,0,0,0,0,0.0
2020/1/23,24,三重県,0,0,0,0,0.0
2020/1/24,24,三重県,0,0,0,0,0.0
2020/1/25,24,三重県,0,0,0,0,0.0
2020/1/26,24,三重県,0,0,0,0,0.0
2020/1/27,24,三重県,0,0,0,0,0.0
2020/1/28,24,三重県,0,0,0,0,0.0
2020/1/29,24,三重県,0,0,0,0,0.0
2020/1/30,24,三重県,1,1,0,0,0.06
2020/1/31,24,三重県,0,1,0,0,0.06
2020/2/1,24,三重県,0,1,0,0,0.06
2020/2/2,24,三重県,0,1,0,0,0.06
2020/2/3,24,三重県,0,1,0,0,0.06
2020/2/4,24,三重県,0,1,0,0,0.06
2020/2/5,24,三重県,0,1,0,0,0.06
2020/2/6,24,三重県,0,1,0,0,0.0
2020/2/7,24,三重県,0,1,0,0,0.0
2020/2/8,24,三重県,0,1,0,0,0.0
2020/2/9,24,三重県,0,1,0,0,0.0
2020/2/10,24,三重県,0,1,0,0,0.0
2020/2/11,24,三重県,0,1,0,0,0.0
2020/2/12,24,三重県,0,1,0,0,0.0
2020/2/13,24,三重県,0,1,0,0,0.0
2020/2/14,24,三重県,0,1,0,0,0.0
2020/2/15,24,三重県,0,1,0,0,0.0
2020/2/16,24,三重県,0,1,0,0,0.0
2020/2/17,24,三重県,0,1,0,0,0.0
2020/2/18,24,三重県,0,1,0,0,0.0
2020/2/19,24,三重県,0,1,0,0,0.0
2020/2/20,24,三重県,0,1,0,0,0.0
2020/2/21,24,三重県,0,1,0,0,0.0
2020/2/22,24,三重県,0,1,0,0,0.0
2020/2/23,24,三重県,0,1,0,0,0.0
2020/2/24,24,三重県,0,1,0,0,0.0
2020/2/25,24,三重県,0,1,0,0,0.0
2020/2/26,24,三重県,0,1,0,0,0.0
2020/2/27,24,三重県,0,1,0,0,0.0
2020/2/28,24,三重県,0,1,0,0,0.0
2020/2/29,24,三重県,0,1,0,0,0.0
2020/3/1,24,三重県,0,1,0,0,0.0
2020/3/2,24,三重県,0,1,0,0,0.0
2020/3/3,24,三重県,0,1,0,0,0.0
2020/3/4,24,三重県,0,1,0,0,0.0
2020/3/5,24,三重県,0,1,0,0,0.0
2020/3/6,24,三重県,0,1,0,0,0.0
2020/3/7,24,三重県,0,1,0,0,0.0
2020/3/8,24,三重県,0,1,0,0,0.0
2020/3/9,24,三重県,0,1,0,0,0.0
2020/3/10,24,三重県,1,2,0,0,0.06
2020/3/11,24,三重県,5,7,0,0,0.34
2020/3/12,24,三重県,0,7,0,0,0.34
2020/3/13,24,三重県,0,7,0,0,0.34
2020/3/14,24,三重県,1,8,0,0,0.39
2020/3/15,24,三重県,0,8,0,0,0.39
2020/3/16,24,三重県,0,8,0,0,0.39
2020/3/17,24,三重県,0,8,0,0,0.34
2020/3/18,24,三重県,1,9,0,0,0.11
2020/3/19,24,三重県,0,9,0,0,0.11
2020/3/20,24,三重県,0,9,0,0,0.11
2020/3/21,24,三重県,0,9,0,0,0.06
2020/3/22,24,三重県,0,9,0,0,0.06
2020/3/23,24,三重県,0,9,0,0,0.06
2020/3/24,24,三重県,0,9,0,0,0.06
2020/3/25,24,三重県,0,9,0,0,0.0
2020/3/26,24,三重県,0,9,0,0,0.0
2020/3/27,24,三重県,0,9,0,0,0.0
2020/3/28,24,三重県,0,9,0,0,0.0
2020/3/29,24,三重県,0,9,0,0,0.0
2020/3/30,24,三重県,2,11,0,0,0.11
2020/3/31,24,三重県,0,11,0,0,0.11
2020/4/1,24,三重県,0,11,0,0,0.11
2020/4/2,24,三重県,1,12,0,0,0.17
