日付,都道府県コード,都道府県名,各地の感染者数_1日ごとの発表数,各地の感染者数_累計,各地の死者数_1日ごとの発表数,各地の死者数_累計,各地の直近1週間の人口10万人あたりの感染者数
2020/4/4,14,神奈川県,21,238,0,7,1.33
2020/4/5,14,神奈川県,27,265,0,7,1.52
2020/4/6,14,神奈川県,6,271,0,7,1.55
2020/4/7,14,神奈川県,18,289,0,7,1.6
2020/4/8,14,神奈川県,66,355,0,7,2.11
2020/4/9,14,神奈川県,26,381,0,7,2.12
2020/4/10,14,神奈川県,55,436,3,10,2.38
2020/4/11,14,神奈川県,76,512,1,11,2.98
2020/4/12,14,神奈川県,31,543,1,12,3.02
2020/4/13,14,神奈川県,15,558,2,14,3.12
2020/4/14,14,神奈川県,20,578,0,14,3.14
2020/4/15,14,神奈川県,40,618,0,14,2.86
2020/4/16,14,神奈川県,56,674,1,15,3.19
2020/4/17,14,神奈川県,33,707,1,16,2.95
2020/4/18,14,神奈川県,44,751,1,17,2.6
2020/4/19,14,神奈川県,30,781,0,17,2.59
2020/4/20,14,神奈川県,17,798,2,19,2.61
2020/4/21,14,神奈川県,13,811,1,20,2.53
2020/4/22,14,神奈川県,25,836,3,23,2.37
2020/4/23,14,神奈川県,39,875,1,24,2.19
2020/4/24,14,神奈川県,32,907,0,24,2.17
2020/4/25,14,神奈川県,31,938,1,25,2.03
2020/4/26,14,神奈川県,16,954,1,26,1.88
2020/4/27,14,神奈川県,7,961,1,27,1.77
2020/4/28,14,神奈川県,11,972,2,29,1.75
2020/4/29,14,神奈川県,25,997,3,32,1.75
2020/4/30,14,神奈川県,26,1023,2,34,1.61
2020/5/1,14,神奈川県,15,1038,3,37,1.42
2020/5/2,14,神奈川県,36,1074,2,39,1.48
2020/5/3,14,神奈川県,23,1097,3,42,1.55
2020/5/4,14,神奈川県,10,1107,3,45,1.59
2020/5/5,14,神奈川県,14,1121,1,46,1.62
2020/5/6,14,神奈川県,7,1128,1,47,1.42
2020/5/7,14,神奈川県,13,1141,0,47,1.28
2020/5/8,14,神奈川県,7,1148,3,50,1.2
2020/5/9,14,神奈川県,8,1156,1,51,0.89
2020/5/10,14,神奈川県,13,1169,2,53,0.78
2020/5/11,14,神奈川県,7,1176,4,57,0.75
2020/5/12,14,神奈川県,15,1191,2,59,0.76
2020/5/13,14,神奈川県,10,1201,3,62,0.79
2020/5/14,14,神奈川県,32,1233,1,63,1.0
2020/5/15,14,神奈川県,16,1249,1,64,1.1
2020/5/16,14,神奈川県,12,1261,0,64,1.14
2020/5/17,14,神奈川県,5,1266,0,64,1.05
2020/5/18,14,神奈川県,8,1274,4,68,1.07
2020/5/19,14,神奈川県,8,1282,0,68,0.99
2020/5/20,14,神奈川県,21,1303,1,69,1.11
2020/5/21,14,神奈川県,10,1313,2,71,0.87
2020/5/22,14,神奈川県,7,1320,2,73,0.77
2020/5/23,14,神奈川県,5,1325,2,75,0.7
2020/5/24,14,神奈川県,5,1330,0,75,0.7
2020/5/25,14,神奈川県,1,1331,1,76,0.62
2020/5/26,14,神奈川県,3,1334,2,78,0.57
2020/5/27,14,神奈川県,5,1339,1,79,0.39
2020/5/28,14,神奈川県,8,1347,3,82,0.37
2020/5/29,14,神奈川県,10,1357,2,84,0.4
2020/5/30,14,神奈川県,4,1361,1,85,0.39
2020/5/31,14,神奈川県,6,1367,1,86,0.4
2020/6/1,14,神奈川県,1,1368,0,86,0.4
2020/6/2,14,神奈川県,3,1371,0,86,0.4
2020/6/3,14,神奈川県,2,1373,1,87,0.37
2020/6/4,14,神奈川県,6,1379,0,87,0.35
2020/6/5,14,神奈川県,6,1385,0,87,0.3
2020/6/6,14,神奈川県,5,1390,0,87,0.32
2020/6/7,14,神奈川県,5,1395,0,87,0.3
2020/6/8,14,神奈川県,0,1395,1,88,0.29
2020/6/9,14,神奈川県,1,1396,1,89,0.27
2020/6/10,14,神奈川県,0,1396,0,89,0.25
2020/6/11,14,神奈川県,1,1397,0,89,0.2
2020/6/12,14,神奈川県,3,1400,1,90,0.16
2020/6/13,14,神奈川県,6,1406,0,90,0.17
2020/6/14,14,神奈川県,0,1406,0,90,0.12
2020/6/15,14,神奈川県,3,1409,1,91,0.15
2020/6/16,14,神奈川県,2,1411,2,93,0.16
2020/6/17,14,神奈川県,7,1418,0,93,0.24
2020/6/18,14,神奈川県,6,1424,0,93,0.29
2020/6/19,14,神奈川県,2,1426,1,94,0.28
2020/6/20,14,神奈川県,5,1431,0,94,0.27
2020/6/21,14,神奈川県,0,1431,0,94,0.27
2020/6/22,14,神奈川県,0,1431,0,94,0.24
2020/6/23,14,神奈川県,1,1432,0,94,0.23
2020/6/24,14,神奈川県,4,1436,0,94,0.2
2020/6/25,14,神奈川県,6,1442,2,96,0.2
2020/6/26,14,神奈川県,7,1449,0,96,0.25
2020/6/27,14,神奈川県,4,1453,0,96,0.24
2020/6/28,14,神奈川県,10,1463,0,96,0.35
2020/6/29,14,神奈川県,6,1469,0,96,0.41
2020/6/30,14,神奈川県,31,1500,0,96,0.74
2020/7/1,14,神奈川県,8,1508,0,96,0.78
2020/7/2,14,神奈川県,11,1519,0,96,0.84
2020/7/3,14,神奈川県,24,1543,0,96,1.02
2020/7/4,14,神奈川県,20,1563,0,96,1.2
2020/7/5,14,神奈川県,21,1584,0,96,1.32
2020/7/6,14,神奈川県,11,1595,0,96,1.37
2020/7/7,14,神奈川県,8,1603,0,96,1.12
2020/7/8,14,神奈川県,23,1626,1,97,1.28
2020/7/9,14,神奈川県,25,1651,0,97,1.44
2020/7/10,14,神奈川県,32,1683,0,97,1.52
2020/7/11,14,神奈川県,35,1718,1,98,1.69
2020/7/12,14,神奈川県,23,1741,0,98,1.71
2020/7/13,14,神奈川県,16,1757,0,98,1.76
2020/7/14,14,神奈川県,28,1785,0,98,1.98
2020/7/15,14,神奈川県,42,1827,0,98,2.19
2020/7/16,14,神奈川県,47,1874,0,98,2.42
2020/7/17,14,神奈川県,43,1917,0,98,2.54
2020/7/18,14,神奈川県,49,1966,0,98,2.7
2020/7/19,14,神奈川県,30,1996,0,98,2.77
2020/7/20,14,神奈川県,11,2007,0,98,2.72
2020/7/21,14,神奈川県,30,2037,0,98,2.74
2020/7/22,14,神奈川県,68,2105,0,98,3.02
2020/7/23,14,神奈川県,53,2158,0,98,3.09
2020/7/24,14,神奈川県,28,2186,0,98,2.92
2020/7/25,14,神奈川県,18,2204,0,98,2.59
2020/7/26,14,神奈川県,33,2237,0,98,2.62
2020/7/27,14,神奈川県,14,2251,0,98,2.65
2020/7/28,14,神奈川県,33,2284,0,98,2.69
2020/7/29,14,神奈川県,70,2354,1,99,2.71
2020/7/30,14,神奈川県,76,2430,0,99,2.96
2020/7/31,14,神奈川県,53,2483,0,99,3.23
2020/8/1,14,神奈川県,58,2541,0,99,3.66
2020/8/2,14,神奈川県,72,2613,0,99,4.09
2020/8/3,14,神奈川県,48,2661,0,99,4.46
2020/8/4,14,神奈川県,89,2750,0,99,5.07
2020/8/5,14,神奈川県,81,2831,1,100,5.19
2020/8/6,14,神奈川県,118,2949,1,101,5.64
2020/8/7,14,神奈川県,107,3056,2,103,6.23
2020/8/8,14,神奈川県,128,3184,0,103,6.99
2020/8/9,14,神奈川県,81,3265,0,103,7.09
2020/8/10,14,神奈川県,38,3303,0,103,6.98
2020/8/11,14,神奈川県,27,3330,1,104,6.31
2020/8/12,14,神奈川県,66,3396,0,104,6.14
2020/8/13,14,神奈川県,123,3519,1,105,6.2
2020/8/14,14,神奈川県,117,3636,0,105,6.31
2020/8/15,14,神奈川県,136,3772,0,105,6.39
2020/8/16,14,神奈川県,79,3851,0,105,6.37
2020/8/17,14,神奈川県,51,3902,1,106,6.51
2020/8/18,14,神奈川県,84,3986,0,106,7.13
2020/8/19,14,神奈川県,95,4081,0,106,7.45
2020/8/20,14,神奈川県,104,4185,1,107,7.24
2020/8/21,14,神奈川県,82,4267,1,108,6.86
2020/8/22,14,神奈川県,101,4368,0,108,6.48
2020/8/23,14,神奈川県,49,4417,0,108,6.15
2020/8/24,14,神奈川県,39,4456,4,112,6.02
2020/8/25,14,神奈川県,56,4512,3,115,5.72
2020/8/26,14,神奈川県,85,4597,1,116,5.61
2020/8/27,14,神奈川県,66,4663,0,116,5.2
2020/8/28,14,神奈川県,75,4738,0,116,5.12
2020/8/29,14,神奈川県,106,4844,2,118,5.18
2020/8/30,14,神奈川県,64,4908,4,122,5.34
2020/8/31,14,神奈川県,50,4958,1,123,5.46
2020/9/1,14,神奈川県,59,5017,1,124,5.49
2020/9/2,14,神奈川県,76,5093,0,124,5.39
2020/9/3,14,神奈川県,81,5174,2,126,5.56
2020/9/4,14,神奈川県,108,5282,0,126,5.91
2020/9/5,14,神奈川県,67,5349,0,126,5.49
2020/9/6,14,神奈川県,79,5428,0,126,5.65
2020/9/7,14,神奈川県,29,5457,0,126,5.43
2020/9/8,14,神奈川県,63,5520,0,126,5.47
2020/9/9,14,神奈川県,106,5626,0,126,5.79
2020/9/10,14,神奈川県,112,5738,0,126,6.13
2020/9/11,14,神奈川県,82,5820,0,126,5.85
2020/9/12,14,神奈川県,68,5888,1,127,5.86
2020/9/13,14,神奈川県,53,5941,1,128,5.58
2020/9/14,14,神奈川県,15,5956,1,129,5.43
2020/9/15,14,神奈川県,52,6008,0,129,5.31
2020/9/16,14,神奈川県,101,6109,1,130,5.25
2020/9/17,14,神奈川県,65,6174,5,135,4.74
2020/9/18,14,神奈川県,78,6252,0,135,4.7
2020/9/19,14,神奈川県,68,6320,0,135,4.7
2020/9/20,14,神奈川県,60,6380,0,135,4.77
2020/9/21,14,神奈川県,20,6400,0,135,4.83
2020/9/22,14,神奈川県,38,6438,1,136,4.67
2020/9/23,14,神奈川県,11,6449,0,136,3.7
2020/9/24,14,神奈川県,58,6507,0,136,3.62
2020/9/25,14,神奈川県,78,6585,0,136,3.62
2020/9/26,14,神奈川県,90,6675,0,136,3.86
2020/9/27,14,神奈川県,65,6740,0,136,3.91
2020/9/28,14,神奈川県,17,6757,1,137,3.88
2020/9/29,14,神奈川県,58,6815,1,138,4.1
2020/9/30,14,神奈川県,79,6894,0,138,4.84
2020/10/1,14,神奈川県,78,6972,2,140,5.06
2020/10/2,14,神奈川県,66,7038,3,143,4.92
2020/10/3,14,神奈川県,59,7097,0,143,4.59
2020/10/4,14,神奈川県,37,7134,0,143,4.28
2020/10/5,14,神奈川県,11,7145,1,144,4.22
2020/10/6,14,神奈川県,65,7210,1,145,4.29
2020/10/7,14,神奈川県,54,7264,2,147,4.02
2020/10/8,14,神奈川県,65,7329,2,149,3.88
2020/10/9,14,神奈川県,77,7406,1,150,4.0
2020/10/10,14,神奈川県,63,7469,0,150,4.04
2020/10/11,14,神奈川県,37,7506,0,150,4.04
2020/10/12,14,神奈川県,29,7535,1,151,4.24
2020/10/13,14,神奈川県,54,7589,0,151,4.12
2020/10/14,14,神奈川県,88,7677,2,153,4.49
2020/10/15,14,神奈川県,79,7756,0,153,4.64
2020/10/16,14,神奈川県,85,7841,1,154,4.73
2020/10/17,14,神奈川県,50,7891,0,154,4.59
2020/10/18,14,神奈川県,49,7940,0,154,4.72
2020/10/19,14,神奈川県,23,7963,0,154,4.65
2020/10/20,14,神奈川県,47,8010,0,154,4.58
2020/10/21,14,神奈川県,88,8098,1,155,4.58
2020/10/22,14,神奈川県,55,8153,2,157,4.32
2020/10/23,14,神奈川県,90,8243,3,160,4.37
2020/10/24,14,神奈川県,60,8303,2,162,4.48
2020/10/25,14,神奈川県,60,8363,1,163,4.6
2020/10/26,14,神奈川県,22,8385,2,165,4.59
2020/10/27,14,神奈川県,64,8449,1,166,4.77
2020/10/28,14,神奈川県,64,8513,1,167,4.51
2020/10/29,14,神奈川県,71,8584,3,170,4.69
2020/10/30,14,神奈川県,60,8644,0,170,4.36
2020/10/31,14,神奈川県,65,8709,1,171,4.41
2020/11/1,14,神奈川県,65,8774,0,171,4.47
2020/11/2,14,神奈川県,22,8796,2,173,4.47
2020/11/3,14,神奈川県,68,8864,0,173,4.51
2020/11/4,14,神奈川県,44,8908,0,173,4.29
2020/11/5,14,神奈川県,109,9017,0,173,4.71
2020/11/6,14,神奈川県,104,9121,1,174,5.19
2020/11/7,14,神奈川県,137,9258,3,177,5.97
2020/11/8,14,神奈川県,77,9335,1,178,6.1
2020/11/9,14,神奈川県,36,9371,0,178,6.25
2020/11/10,14,神奈川県,98,9469,2,180,6.58
2020/11/11,14,神奈川県,130,9599,1,181,7.51
2020/11/12,14,神奈川県,147,9746,1,182,7.93
2020/11/13,14,神奈川県,146,9892,0,182,8.38
2020/11/14,14,神奈川県,147,10039,0,182,8.49
2020/11/15,14,神奈川県,114,10153,0,182,8.89
2020/11/16,14,神奈川県,61,10214,0,182,9.17
2020/11/17,14,神奈川県,133,10347,1,183,9.55
2020/11/18,14,神奈川県,226,10573,0,183,10.59
2020/11/19,14,神奈川県,205,10778,1,184,11.22
2020/11/20,14,神奈川県,208,10986,0,184,11.89
2020/11/21,14,神奈川県,192,11178,0,184,12.38
2020/11/22,14,神奈川県,162,11340,1,185,12.9
2020/11/23,14,神奈川県,70,11410,0,185,13.0
2020/11/24,14,神奈川県,67,11477,3,188,12.29
2020/11/25,14,神奈川県,159,11636,1,189,11.56
2020/11/26,14,神奈川県,252,11888,3,192,12.07
2020/11/27,14,神奈川県,219,12107,2,194,12.19
2020/11/28,14,神奈川県,214,12321,0,194,12.43
2020/11/29,14,神奈川県,149,12470,1,195,12.29
2020/11/30,14,神奈川県,83,12553,2,197,12.43
2020/12/1,14,神奈川県,158,12711,1,198,13.42
2020/12/2,14,神奈川県,214,12925,3,201,14.01
2020/12/3,14,神奈川県,197,13122,6,207,13.42
2020/12/4,14,神奈川県,188,13310,4,211,13.08
2020/12/5,14,神奈川県,191,13501,2,213,12.83
2020/12/6,14,神奈川県,134,13635,2,215,12.67
2020/12/7,14,神奈川県,65,13700,2,217,12.47
2020/12/8,14,神奈川県,152,13852,2,219,12.4
2020/12/9,14,神奈川県,245,14097,1,220,12.74
2020/12/10,14,神奈川県,213,14310,0,220,12.92
2020/12/11,14,神奈川県,285,14595,2,222,13.97
2020/12/12,14,神奈川県,223,14818,3,225,14.32
2020/12/13,14,神奈川県,231,15049,0,225,15.37
2020/12/14,14,神奈川県,121,15170,1,226,15.98
2020/12/15,14,神奈川県,226,15396,1,227,16.79
2020/12/16,14,神奈川県,287,15683,2,229,17.24
2020/12/17,14,神奈川県,319,16002,1,230,18.4
2020/12/18,14,神奈川県,295,16297,5,235,18.5
2020/12/19,14,神奈川県,314,16611,2,237,19.49
2020/12/20,14,神奈川県,238,16849,1,238,19.57
2020/12/21,14,神奈川県,188,17037,4,242,20.3
2020/12/22,14,神奈川県,348,17385,2,244,21.62
2020/12/23,14,神奈川県,346,17731,5,249,22.27
2020/12/24,14,神奈川県,494,18225,3,252,24.17
2020/12/25,14,神奈川県,466,18691,6,258,26.03
2020/12/26,14,神奈川県,479,19170,1,259,27.82
2020/12/27,14,神奈川県,343,19513,1,260,28.96
2020/12/28,14,神奈川県,334,19847,0,260,30.55
2020/12/29,14,神奈川県,394,20241,8,268,31.05
2020/12/30,14,神奈川県,432,20673,5,273,31.99
2020/12/31,14,神奈川県,587,21260,3,276,33.0
2021/1/1,14,神奈川県,470,21730,4,280,33.04
2021/1/2,14,神奈川県,380,22110,3,283,31.96
2021/1/3,14,神奈川県,365,22475,2,285,32.2
2021/1/4,14,神奈川県,412,22887,5,290,33.05
2021/1/5,14,神奈川県,622,23509,6,296,35.53
2021/1/6,14,神奈川県,591,24100,4,300,37.26
2021/1/7,14,神奈川県,679,24779,4,304,38.26
2021/1/8,14,神奈川県,838,25617,7,311,42.26
2021/1/9,14,神奈川県,995,26612,4,315,48.95
2021/1/10,14,神奈川県,727,27339,3,318,52.88
2021/1/11,14,神奈川県,694,28033,1,319,55.95
2021/1/12,14,神奈川県,905,28938,4,323,59.02
2021/1/13,14,神奈川県,767,29705,13,336,60.94
2021/1/14,14,神奈川県,984,30689,4,340,64.25
2021/1/15,14,神奈川県,871,31560,10,350,64.61
2021/1/16,14,神奈川県,829,32389,3,353,62.81
2021/1/17,14,神奈川県,794,33183,3,356,63.54
2021/1/18,14,神奈川県,957,34140,5,361,66.39
2021/1/19,14,神奈川県,737,34877,8,369,64.57
2021/1/20,14,神奈川県,716,35593,9,378,64.01
2021/1/21,14,神奈川県,731,36324,7,385,61.26
2021/1/22,14,神奈川県,627,36951,5,390,58.61
2021/1/23,14,神奈川県,521,37472,8,398,55.26
2021/1/24,14,神奈川県,553,38025,1,399,52.64
2021/1/25,14,神奈川県,351,38376,11,410,46.05
2021/1/26,14,神奈川県,394,38770,13,423,42.32
2021/1/27,14,神奈川県,386,39156,9,432,38.74
2021/1/28,14,神奈川県,433,39589,11,443,35.5
2021/1/29,14,神奈川県,385,39974,18,461,32.87
2021/1/30,14,神奈川県,397,40371,6,467,31.52
2021/1/31,14,神奈川県,390,40761,6,473,29.75
2021/2/1,14,神奈川県,221,40982,8,481,28.33
2021/2/2,14,神奈川県,187,41169,13,494,26.08
2021/2/3,14,神奈川県,234,41403,19,513,24.43
2021/2/4,14,神奈川県,224,41627,14,527,22.16
2021/2/5,14,神奈川県,288,41915,11,538,21.1
2021/2/6,14,神奈川県,201,42116,6,544,18.97
2021/2/7,14,神奈川県,164,42280,3,547,16.51
2021/2/8,14,神奈川県,121,42401,14,561,15.43
2021/2/9,14,神奈川県,141,42542,17,578,14.93
2021/2/10,14,神奈川県,176,42718,12,590,14.3
2021/2/11,14,神奈川県,178,42896,3,593,13.8
2021/2/12,14,神奈川県,154,43050,3,596,12.34
2021/2/13,14,神奈川県,105,43155,1,597,11.3
2021/2/14,14,神奈川県,108,43263,1,598,10.69
2021/2/15,14,神奈川県,71,43334,11,609,10.14
2021/2/16,14,神奈川県,133,43467,14,623,10.06
2021/2/17,14,神奈川県,115,43582,6,629,9.39
2021/2/18,14,神奈川県,142,43724,4,633,9.0
2021/2/19,14,神奈川県,129,43853,8,641,8.73
2021/2/20,14,神奈川県,131,43984,7,648,9.01
2021/2/21,14,神奈川県,100,44084,1,649,8.93
2021/2/22,14,神奈川県,96,44180,6,655,9.2
2021/2/23,14,神奈川県,97,44277,5,660,8.81
2021/2/24,14,神奈川県,93,44370,8,668,8.57
2021/2/25,14,神奈川県,119,44489,7,675,8.32
2021/2/26,14,神奈川県,116,44605,4,679,8.18
2021/2/27,14,神奈川県,162,44767,1,680,8.51
2021/2/28,14,神奈川県,131,44898,1,681,8.85
2021/3/1,14,神奈川県,52,44950,2,683,8.37
2021/3/2,14,神奈川県,84,45034,7,690,8.23
2021/3/3,14,神奈川県,138,45172,5,695,8.72
2021/3/4,14,神奈川県,138,45310,10,705,8.93
2021/3/5,14,神奈川県,131,45441,9,714,9.09
2021/3/6,14,神奈川県,113,45554,2,716,8.56
2021/3/7,14,神奈川県,119,45673,0,716,8.43
2021/3/8,14,神奈川県,59,45732,1,717,8.5
2021/3/9,14,神奈川県,100,45832,5,722,8.68
2021/3/10,14,神奈川県,124,45956,11,733,8.52
2021/3/11,14,神奈川県,124,46080,4,737,8.37
2021/3/12,14,神奈川県,107,46187,4,741,8.11
2021/3/13,14,神奈川県,95,46282,5,746,7.91
2021/3/14,14,神奈川県,109,46391,1,747,7.81
2021/3/15,14,神奈川県,55,46446,2,749,7.76
2021/3/16,14,神奈川県,91,46537,6,755,7.66
2021/3/17,14,神奈川県,93,46630,6,761,7.33
2021/3/18,14,神奈川県,159,46789,1,762,7.71
2021/3/19,14,神奈川県,111,46900,2,764,7.75
2021/3/20,14,神奈川県,107,47007,1,765,7.88
2021/3/21,14,神奈川県,77,47084,0,765,7.53
2021/3/22,14,神奈川県,56,47140,4,769,7.55
2021/3/23,14,神奈川県,72,47212,3,772,7.34
2021/3/24,14,神奈川県,128,47340,3,775,7.72
2021/3/25,14,神奈川県,121,47461,1,776,7.31
2021/3/26,14,神奈川県,117,47578,1,777,7.37
2021/3/27,14,神奈川県,102,47680,0,777,7.32
2021/3/28,14,神奈川県,64,47744,0,777,7.18
2021/3/29,14,神奈川県,93,47837,1,778,7.58
2021/3/30,14,神奈川県,96,47933,3,781,7.84
2021/3/31,14,神奈川県,136,48069,4,785,7.93
2021/4/1,14,神奈川県,133,48202,1,786,8.06
2021/4/2,14,神奈川県,133,48335,1,787,8.23
2021/4/3,14,神奈川県,129,48464,0,787,8.52
2021/4/4,14,神奈川県,142,48606,0,787,9.37
2021/4/5,14,神奈川県,68,48674,1,788,9.1
2021/4/6,14,神奈川県,100,48774,1,789,9.14
2021/4/7,14,神奈川県,118,48892,3,792,8.95
2021/4/8,14,神奈川県,175,49067,1,793,9.4
2021/4/9,14,神奈川県,168,49235,2,795,9.78
2021/4/10,14,神奈川県,180,49415,3,798,10.34
2021/4/11,14,神奈川県,132,49547,0,798,10.23
2021/4/12,14,神奈川県,94,49641,1,799,10.51
2021/4/13,14,神奈川県,114,49755,1,800,10.67
2021/4/14,14,神奈川県,205,49960,0,800,11.61
2021/4/15,14,神奈川県,242,50202,0,800,12.34
2021/4/16,14,神奈川県,209,50411,0,800,12.79
2021/4/17,14,神奈川県,247,50658,0,800,13.51
2021/4/18,14,神奈川県,220,50878,1,801,14.47
2021/4/19,14,神奈川県,142,51020,0,801,14.99
2021/4/20,14,神奈川県,157,51177,1,802,15.46
2021/4/21,14,神奈川県,252,51429,1,803,15.97
2021/4/22,14,神奈川県,318,51747,2,805,16.8
2021/4/23,14,神奈川県,225,51972,3,808,16.97
2021/4/24,14,神奈川県,216,52188,4,812,16.63
2021/4/25,14,神奈川県,221,52409,0,812,16.64
2021/4/26,14,神奈川県,159,52568,0,812,16.83
2021/4/27,14,神奈川県,212,52780,2,814,17.43
2021/4/28,14,神奈川県,257,53037,2,816,17.48
2021/4/29,14,神奈川県,255,53292,0,816,16.8
2021/4/30,14,神奈川県,242,53534,2,818,16.98
2021/5/1,14,神奈川県,275,53809,3,821,17.62
2021/5/2,14,神奈川県,247,54056,1,822,17.91
2021/5/3,14,神奈川県,222,54278,0,822,18.59
2021/5/4,14,神奈川県,214,54492,1,823,18.61
2021/5/5,14,神奈川県,151,54643,2,825,17.46
2021/5/6,14,神奈川県,224,54867,0,825,17.12
2021/5/7,14,神奈川県,229,55096,6,831,16.98
2021/5/8,14,神奈川県,303,55399,2,833,17.29
2021/5/9,14,神奈川県,338,55737,4,837,18.28
2021/5/10,14,神奈川県,237,55974,4,841,18.44
2021/5/11,14,神奈川県,277,56251,1,842,19.12
2021/5/12,14,神奈川県,319,56570,5,847,20.95
2021/5/13,14,神奈川県,337,56907,2,849,22.18
2021/5/14,14,神奈川県,339,57246,5,854,23.37
2021/5/15,14,神奈川県,328,57574,0,854,23.65
2021/5/16,14,神奈川県,296,57870,1,855,23.19
2021/5/17,14,神奈川県,199,58069,3,858,22.78
2021/5/18,14,神奈川県,248,58317,1,859,22.46
2021/5/19,14,神奈川県,269,58586,2,861,21.92
2021/5/20,14,神奈川県,308,58894,4,865,21.6
2021/5/21,14,神奈川県,327,59221,4,869,21.47
2021/5/22,14,神奈川県,268,59489,0,869,20.82
2021/5/23,14,神奈川県,266,59755,0,869,20.49
2021/5/24,14,神奈川県,218,59973,1,870,20.7
2021/5/25,14,神奈川県,200,60173,1,871,20.18
2021/5/26,14,神奈川県,225,60398,6,877,19.7
2021/5/27,14,神奈川県,227,60625,1,878,18.82
2021/5/28,14,神奈川県,260,60885,4,882,18.09
2021/5/29,14,神奈川県,258,61143,0,882,17.98
2021/5/30,14,神奈川県,233,61376,0,882,17.62
2021/5/31,14,神奈川県,139,61515,2,884,16.76
2021/6/1,14,神奈川県,159,61674,2,886,16.32
2021/6/2,14,神奈川県,218,61892,10,896,16.24
2021/6/3,14,神奈川県,215,62107,6,902,16.11
2021/6/4,14,神奈川県,234,62341,6,908,15.83
2021/6/5,14,神奈川県,224,62565,1,909,15.46
2021/6/6,14,神奈川県,249,62814,1,910,15.63
2021/6/7,14,神奈川県,173,62987,3,913,16.0
2021/6/8,14,神奈川県,179,63166,5,918,16.22
2021/6/9,14,神奈川県,201,63367,2,920,16.04
2021/6/10,14,神奈川県,189,63556,1,921,15.75
2021/6/11,14,神奈川県,220,63776,2,923,15.6
2021/6/12,14,神奈川県,247,64023,0,923,15.85
2021/6/13,14,神奈川県,170,64193,0,923,14.99
2021/6/14,14,神奈川県,141,64334,0,923,14.64
2021/6/15,14,神奈川県,160,64494,6,929,14.44
2021/6/16,14,神奈川県,210,64704,1,930,14.54
2021/6/17,14,神奈川県,184,64888,2,932,14.48
2021/6/18,14,神奈川県,231,65119,4,936,14.6
2021/6/19,14,神奈川県,181,65300,0,936,13.88
2021/6/20,14,神奈川県,162,65462,0,936,13.8
2021/6/21,14,神奈川県,135,65597,1,937,13.73
2021/6/22,14,神奈川県,163,65760,2,939,13.76
2021/6/23,14,神奈川県,201,65961,2,941,13.67
2021/6/24,14,神奈川県,192,66153,1,942,13.75
2021/6/25,14,神奈川県,221,66374,2,944,13.64
2021/6/26,14,神奈川県,231,66605,0,944,14.19
2021/6/27,14,神奈川県,203,66808,1,945,14.63
2021/6/28,14,神奈川県,192,67000,2,947,15.25
2021/6/29,14,神奈川県,181,67181,1,948,15.45
2021/6/30,14,神奈川県,209,67390,1,949,15.54
2021/7/1,14,神奈川県,211,67601,2,951,15.74
2021/7/2,14,神奈川県,230,67831,1,952,15.84
2021/7/3,14,神奈川県,254,68085,0,952,16.09
2021/7/4,14,神奈川県,226,68311,0,952,16.34
2021/7/5,14,神奈川県,180,68491,1,953,16.21
2021/7/6,14,神奈川県,198,68689,3,956,16.39
2021/7/7,14,神奈川県,250,68939,3,959,16.84
2021/7/8,14,神奈川県,322,69261,1,960,18.05
2021/7/9,14,神奈川県,355,69616,3,963,19.41
2021/7/10,14,神奈川県,310,69926,1,964,20.02
2021/7/11,14,神奈川県,389,70315,0,964,21.79
2021/7/12,14,神奈川県,280,70595,0,964,22.87
2021/7/13,14,神奈川県,308,70903,2,966,24.07
2021/7/14,14,神奈川県,361,71264,2,968,25.28
2021/7/15,14,神奈川県,403,71667,1,969,26.16
2021/7/16,14,神奈川県,446,72113,1,970,27.15
2021/7/17,14,神奈川県,539,72652,5,975,29.64
2021/7/18,14,神奈川県,460,73112,1,976,30.41
2021/7/19,14,神奈川県,412,73524,0,976,31.84
2021/7/20,14,神奈川県,433,73957,1,977,33.2
2021/7/21,14,神奈川県,521,74478,2,979,34.94
2021/7/22,14,神奈川県,630,75108,1,980,37.41
2021/7/23,14,神奈川県,652,75760,0,980,39.65
2021/7/24,14,神奈川県,547,76307,0,980,39.74
2021/7/25,14,神奈川県,531,76838,0,980,40.51
2021/7/26,14,神奈川県,539,77377,2,982,41.89
2021/7/27,14,神奈川県,758,78135,1,983,45.42
2021/7/28,14,神奈川県,1051,79186,0,983,51.19
2021/7/29,14,神奈川県,1164,80350,2,985,56.99
2021/7/30,14,神奈川県,1418,81768,1,986,65.32
2021/7/31,14,神奈川県,1580,83348,1,987,76.55
2021/8/1,14,神奈川県,1257,84605,2,989,84.44
2021/8/2,14,神奈川県,1686,86291,5,994,96.91
2021/8/3,14,神奈川県,1298,87589,0,994,102.78
2021/8/4,14,神奈川県,1484,89073,4,998,107.49
2021/8/5,14,神奈川県,1844,90917,1,999,114.88
2021/8/6,14,神奈川県,2082,92999,5,1004,122.1
2021/8/7,14,神奈川県,1893,94892,1,1005,125.51
2021/8/8,14,神奈川県,1860,96752,4,1009,132.06
2021/8/9,14,神奈川県,2166,98918,0,1009,137.28
2021/8/10,14,神奈川県,1572,100490,5,1014,140.26
2021/8/11,14,神奈川県,1561,102051,2,1016,141.1
2021/8/12,14,神奈川県,1807,103858,2,1018,140.69
